-1.861032680425168118e-01,2.641000000000000014e-01,5.550814755310410353e-01
-1.861032680425168118e-01,2.641000000000000014e-01,9.025814755310411774e-01
-1.681079758405481239e-01,1.304095869108151673e-01,5.550814755310410353e-01
-1.681079758405481239e-01,1.304095869108151673e-01,9.025814755310411774e-01
-1.681079758405480129e-01,3.977904130891847245e-01,5.550814755310410353e-01
-1.681079758405480129e-01,3.977904130891847245e-01,9.025814755310411774e-01
-1.646950491405213268e-01,2.641000000000000014e-01,4.099158685485467801e-01
-1.646950491405213268e-01,2.641000000000000014e-01,7.574158685485468112e-01
-1.614343538337286443e-01,2.641000000000000014e-01,3.835239321001115420e-01
-1.614343538337286443e-01,2.641000000000000014e-01,7.310239321001117396e-01
-1.474617123668797991e-01,1.360702972135635069e-01,4.099158685485468911e-01
-1.474617123668797991e-01,1.360702972135635069e-01,7.574158685485469222e-01
-1.474617123668797714e-01,3.921297027864363849e-01,4.099158685485468911e-01
-1.474617123668797714e-01,3.921297027864363849e-01,7.574158685485469222e-01
-1.468680271836744211e-01,2.641000000000000014e-01,2.375130167030917450e-01
-1.468680271836744211e-01,2.641000000000000014e-01,5.850130167030918038e-01
-1.443170708289929771e-01,1.369324825079955843e-01,3.835239321001115420e-01
-1.443170708289929771e-01,1.369324825079955843e-01,7.310239321001117396e-01
-1.443170708289928661e-01,3.912675174920042798e-01,3.835239321001115420e-01
-1.443170708289928661e-01,3.912675174920042798e-01,7.310239321001117396e-01
-1.302691848634538185e-01,1.407840759412761489e-01,2.375130167030917450e-01
-1.302691848634538185e-01,1.407840759412761489e-01,5.850130167030919148e-01
-1.302691848634537075e-01,3.874159240587237152e-01,2.375130167030917450e-01
-1.302691848634537075e-01,3.874159240587237152e-01,5.850130167030919148e-01
-1.288550352687600764e-01,2.641000000000000014e-01,6.901888592353869756e-01
-1.288550352687600764e-01,2.641000000000000014e-01,1.037688859235387229e+00
-1.190581022017809520e-01,2.641000000000000014e-01,7.149110465549415316e-01
-1.190581022017809520e-01,2.641000000000000014e-01,1.062411046554941674e+00
-1.154030661978806827e-01,5.219642814872877956e-01,5.550814755310409243e-01
-1.154030661978806827e-01,5.219642814872877956e-01,9.025814755310409554e-01
-1.154030661978805439e-01,6.235718512712363354e-03,5.550814755310410353e-01
-1.154030661978805439e-01,6.235718512712363354e-03,9.025814755310411774e-01
-1.128973063934652354e-01,1.455470284027989003e-01,6.901888592353869756e-01
-1.128973063934652354e-01,1.455470284027989003e-01,1.037688859235387229e+00
-1.128973063934651244e-01,3.826529715972009082e-01,6.901888592353869756e-01
-1.128973063934651244e-01,3.826529715972009082e-01,1.037688859235387229e+00
-1.034490630687540658e-01,1.481375101332717825e-01,7.149110465549415316e-01
-1.034490630687540658e-01,1.481375101332717825e-01,1.062411046554941896e+00
-1.034490630687539547e-01,3.800624898667280260e-01,7.149110465549415316e-01
-1.034490630687539547e-01,3.800624898667280260e-01,1.062411046554941896e+00
-9.738325658405527774e-02,2.641000000000000014e-01,5.197480390580691001e-01
-9.738325658405527774e-02,2.641000000000000014e-01,8.672480390580692422e-01
-9.698843039388410636e-02,5.110458097644714481e-01,4.099158685485469467e-01
