ps seed,performance mean,ci lower,ci upper,performance_mean_sum
33,6951.376031215,6764.328388633876,7138.423673796124,1152127.8161646998
39,6314.588925255,6008.34334066745,6620.834509842549,1050750.5783413001
45,6286.240067425,5675.127406675705,6897.352728174295,794936.4091483001
51,4742.1627556349995,4507.220351929127,4977.105159340872,685969.7034332999
92,2741.988461069999,1595.1119791061326,3888.8649430338655,394397.4457766
40,1413.271596105,946.598162320083,1879.9450298899171,166061.54398699998
47,1707.5929820200004,1382.4753272904236,2032.7106367495771,159824.6017505
35,961.9986815599999,909.1215930034656,1014.8757701165342,155875.51185799995
76,834.454764565,724.166942850354,944.742586279646,154149.982019
71,824.41041869,712.5630600239814,936.2577773560187,153448.1070508
95,854.81396644,732.2073765811701,977.4205562988298,153224.03052549998
42,946.2571183399998,873.5472890136467,1018.9669476663529,150859.63824279996
83,1676.6017559799998,1356.5725471975577,1996.6309647624419,146295.3616178
57,921.9732764550001,791.1103951275143,1052.836157782486,144280.1453716
65,944.11866314,818.6438384029093,1069.5934878770906,143995.28408440002
97,986.5078629650001,966.9748378020676,1006.0408881279326,139886.5023896
55,2056.18163273,1427.6206446616725,2684.742620798327,139092.7216178
59,764.737953765,603.4131201710459,926.0627873589542,137719.1230054
80,1047.93679596,980.5801560450486,1115.2934358749512,136817.1090016
34,1022.57096932,784.9552096113454,1260.1867290286548,136633.5309949
63,803.6796319599999,650.7860701632312,956.5731937567687,133276.83587819999
16,849.6279453499999,732.3305597058886,966.9253309941112,132923.8041506
64,837.2564889749999,703.7391304424818,970.773847507518,129114.66136099999
53,973.1125044749999,917.9561670883979,1028.268841861602,125339.12401870001
87,959.969293805,859.0519505072895,1060.8866371027104,123458.8628079
25,980.2190856200001,971.4770831605185,988.9610880794817,121800.5614564
74,881.889573905,762.7715329774509,1001.0076148325492,114389.9541646
4,1253.488112405,983.5060459022618,1523.4701789077383,113768.31758850001
69,692.652160175,542.6827565326915,842.6215638173084,113349.43651890001
89,989.6049029100001,983.7579220443729,995.4518837756273,110198.8278174
66,966.607476795,938.703229444591,994.5117241454091,110196.13911739999
19,871.2877673749999,774.8847801608324,967.6907545891675,107735.073933
67,721.285852385,562.363782047888,880.207922722112,107282.40257840001
2,871.04907232,763.0604028235615,979.0377418164386,105538.53445779998
62,735.62116343,510.1822078423531,961.0601190176469,105344.9274816
94,768.92111036,661.9981598363073,875.8440608836926,103989.93062
26,670.548152055,502.5718770259904,838.5244270840095,94533.90734050001
32,940.4196116250001,828.518047862882,1052.3211753871183,91127.36379599999
1,908.3711526199999,857.5563891456751,959.1859160943246,88531.2966917
20,775.145577215,614.6807377173647,935.6104167126354,88057.3520088
28,963.76316687,912.0338053160168,1015.4925284239831,87684.2051898
27,644.4750755399999,591.69663851006,697.2535125699399,80305.80893120001
96,742.5074179549999,662.0865391251606,822.9282967848393,75279.4172806
54,970.326783255,935.7600079350788,1004.8935585749213,70864.23153640001
81,977.247545765,900.6975285487329,1053.7975629812672,61220.1471578
84,859.2193065650001,751.483624600151,966.9549885298493,60090.2215627
23,840.4122192000001,711.0141749578863,969.8102634421139,59967.7264619
38,531.0059715200001,484.5746980614555,577.4372449785448,57105.3237136
7,869.6379262799998,787.6545887669649,951.6212637930346,51359.4888495
18,596.331712995,276.0469454036673,916.6164805863327,48387.6687279
14,248.46437109,166.7388882348602,330.18985394513976,47865.069955
37,651.868582875,526.5511411357982,777.1860246142019,43140.204245299996
61,620.5173370499999,535.0385557360058,705.996118363994,40790.0068231
68,715.0385219850001,627.2381826085734,802.8388613614268,40658.1869798
31,251.50901237499997,191.0665681440614,311.9514566059386,30539.6552111
6,515.524558655,148.0452751862744,883.0038421237255,25996.549960400003
15,512.65846959,125.90386414305163,899.4130750369484,23346.5154515
50,459.051574935,355.45141656179163,562.6517333082085,22336.836489700003
17,630.343068945,554.8384303398554,705.8477075501446,14508.301753200001
90,434.62057923000003,324.6134315281648,544.6277269318352,13695.302056299997
44,460.46293698499994,350.3560130236077,570.5698609463922,12171.487296399997
43,518.8598317949999,429.20686998485235,608.5127936051474,10550.251122899997
36,275.895196455,202.70978141241864,349.0806114975814,10528.2171061
48,298.00991487,181.78136354159156,414.23846619840845,9807.4836103
22,306.3353889400001,202.8631575081995,409.8076203718007,5717.3236400999995
3,62.724904445000014,32.30121174044724,93.14859714955278,3395.4256393
58,182.87719332499998,104.18486148838464,261.56952516161533,2194.5263198999996
88,63.36250361875,2.4923197577911154,124.23268747970889,1013.8000579
0,883.6019022499999,835.8833381026308,931.3204663973689,-8.158757199991669
79,-150.797149675,-1049.6736843150616,748.0793849650615,-2742.2990331999995
86,-630.9892967124999,-1056.9941200206222,-204.9844734043778,-5047.9143736999995
93,-44.42230920000001,-95.42130335768637,6.5766849576863535,-5778.654382600001
60,-65.65828794499998,-120.20483192912472,-11.111743960875245,-6905.214203099999
8,209.64835372500002,139.99109885015264,279.3056085998474,-10073.8798549
73,-404.08306579500004,-620.9163023119991,-187.24982927800107,-11099.376921500001
77,478.21128318,47.601182409203204,908.8213839507969,-11465.1464295
56,-778.32613347,-1457.5892349129074,-99.0630320270925,-15566.5226694
72,-814.997126905,-3694.3366664609803,2064.342412650981,-18881.8175303
41,181.41333951000001,83.5600718091697,279.26660721083033,-19662.4391212
99,-647.6081552200001,-984.7570853004083,-310.45922513959175,-40218.504475400005
29,-210.82502358000002,-326.9132305171548,-94.73681664284527,-43188.24756769999
70,-1119.11100373,-2004.480486239362,-233.74152122063776,-51461.4497089
30,-179.53958722000002,-274.68593457786824,-84.3932398621318,-53636.995297400004
82,-258.935106465,-406.2781030835121,-111.59210984648786,-56502.1404398
21,-12749.876224099999,-17411.232832910224,-8088.519615289772,-76499.25734459999
91,-2428.2678813049997,-3930.348493009744,-926.1872696002556,-88955.0380862
24,664.623849825,594.5989325028127,734.6487671471873,-97838.7190137
12,-1015.5113918100002,-1802.615852745495,-228.4069308745054,-134463.14561069998
5,-1479.30098698,-4798.041548846148,1839.4395748861477,-155087.52271520003
13,-16185.85892614737,-23812.353543819838,-8559.364308474902,-307531.3195968
46,-4819.148380055,-7055.261510214824,-2583.035249895177,-359555.1329700001
78,-6760.43731751,-21974.654424340108,8453.779789320106,-1458022.9705819
52,-22382.715022235,-54459.75552558169,9694.325481111693,-3967300.9857852994
98,-161260.52366049,-238231.93381561714,-84289.11350536285,-8793470.5078239
49,-295177.96932215,-490452.2415798182,-99903.69706448179,-27280478.974416405
