ps seed,performance mean,ci lower,ci upper,performance_mean_sum
33,6509.645533775125,6288.318328333977,6730.972739216273,1308438.7522888002
39,5260.318178546767,4795.674073901651,5724.962283191882,1057323.9538879
45,4896.733922834262,4250.1062349056965,5543.361610762827,807961.0972676532
51,4021.512181409988,3719.029049797181,4323.995313022795,699743.1195653379
92,2468.8399239208848,1709.7459632334394,3227.93388460833,439453.50645791745
40,910.8871574797887,700.4107547321366,1121.3635602274408,178533.8828660386
47,941.9604094064413,806.0441460765445,1077.8766727363382,162017.1904179079
76,822.0000215222775,710.0982421063801,933.9018009381749,159468.00417532184
35,951.9317004896342,895.506631261825,1008.3567697174434,158020.66228127928
95,852.2551635736546,763.9962429629584,940.5140841843508,156814.95009755244
71,852.559452619247,742.5157325298087,962.6031727086854,156018.37982932222
42,920.559589010549,839.7288713071207,1001.3903067139772,154654.01095377223
83,901.3024913550921,741.2131240747082,1061.391858635476,151418.81854765548
65,822.9210255678883,752.0266111461881,893.8154399895884,148948.70562778777
55,1820.9953192071232,1265.6421222736144,2376.348516140632,147500.62085577697
57,783.5007399283422,709.6172957683925,857.3841840882919,146514.6383666
34,886.4149433015768,693.5012561047735,1079.32863049838,146258.46564476017
80,906.6045161638914,826.2905730936634,986.9184592341194,142336.90903773095
97,910.8659121694445,807.8725950393217,1013.8592292995673,142095.08229843335
59,772.0916382751207,664.1951442217627,879.9881323284786,142064.8614426222
16,827.5547313562458,701.6808629841452,953.4285997283465,135718.97594242432
64,825.3074273374028,733.400928623881,917.2139260509247,134525.11065599666
63,781.3282209033616,685.130440148332,877.5260016583912,134388.4539953782
53,862.7480771277638,779.7879027501032,945.7082515054245,128549.46349203681
25,939.9236414494709,905.6288809414488,974.218401957493,125949.7679542291
87,674.6757284395545,598.3035919919282,751.0478648871808,125489.68548975713
4,680.6552956142947,459.3744381426593,901.9361530859301,120475.98732373017
74,881.5332361411671,781.116313189058,981.9501590932762,116362.38717063406
69,664.4048971508906,548.985675626446,779.8241186753353,114942.04720710409
89,921.2860973324691,871.8352518421883,970.7369428227499,112396.90387456123
2,692.0789412604719,578.689899390103,805.4679831308407,111424.70954293598
66,700.6225343134209,500.7621827638262,900.4828858630157,111398.98295583393
19,661.3344857920391,563.944905533565,758.7240660505132,109781.52464147849
67,691.9865860960618,593.4046118389768,790.5685603531468,109333.88060317778
62,634.2605730381996,479.3033694714535,789.2177766049457,107190.03684345573
94,766.8995716445927,661.629113058206,872.1700302309794,105832.1408869538
26,669.0927516559645,540.770212822985,797.4152904889442,99025.72724508276
20,553.5625814759184,416.16694296391734,690.9582199879194,92444.95110647836
32,809.0765781330408,727.8543116705465,890.2988445955351,92234.72990716665
1,754.3412740111072,564.1965475726008,944.4860004496136,90520.95288133287
28,795.433312793292,715.6058264405103,875.2607991460736,89883.96434564199
27,517.8047306940174,407.37915588969986,628.2303054983349,81813.14744965475
96,505.27997195996795,412.5175086710411,598.0424352488948,80339.5155416349
54,948.5061810300092,916.5160649851897,980.4962970748287,73983.48212034072
84,840.4181152146878,717.9154957261973,962.9207347031783,63871.77675631627
81,945.8355282921774,881.7972045902733,1009.8738519940815,62425.14486728371
23,836.5372577622871,692.8447243428863,980.229791181688,61903.75707440925
38,477.54553390293927,418.5557950867397,536.5352727191389,57783.00960225565
7,679.1198919757193,575.9799995401012,782.2597844113374,54329.59135805754
18,891.2939249289626,497.97831474575815,1284.6095351121671,49021.16587109294
14,287.6144045289705,197.78836052060734,377.4404485373337,48606.83436539602
37,388.1174652011299,255.67618216145894,520.5587482408009,44633.50849812994
61,420.236712034406,332.31839281253895,508.1550312562731,42864.14462750941
68,548.2885710667081,447.1464794899848,649.4306626434313,42218.219972136525
31,201.43664991637624,147.65359424929173,255.21970558346075,31625.55403687107
6,445.8900086411905,28.968165793126843,862.8118514892542,26753.40051847143
15,240.37162693773206,-298.06580730716047,778.8090611826246,25960.135709275062
50,372.975366070698,278.06313015453696,467.887601986859,23497.448062453972
90,162.59150416058236,53.510610536619524,271.6723977845452,14958.418382773576
17,566.5098793298076,492.47975747494723,640.5400011846681,14729.256862575
44,403.02046668508063,296.08794780579717,509.9529855643641,12896.65493392258
43,494.5431240435001,408.6473832183691,580.4388648686311,11374.491853000502
36,167.78047491871342,107.5680496477624,227.99290018966445,11073.511344635086
48,165.80636067332745,73.16753352058461,258.4451878260703,10279.994361746301
22,126.29349037772649,-73.77933615007159,326.36631690552457,6314.674518886324
0,27.157696879930253,-788.3248061321672,842.6401998920276,4725.439257107864
3,64.52310893141163,35.162565307397074,93.88365255542618,3677.817209090463
58,201.29787191710525,132.65473080677523,269.94101302743525,2415.574463005263
88,77.1764405643145,23.841764384981815,130.5111167436472,1234.823049029032
79,-28.922280703493684,-737.6826621357097,679.8381007287223,-1908.8705264305831
86,-603.3552644766752,-1014.2836450614273,-192.42688389192318,-4826.8421158134015
93,-59.906116279143916,-110.78265951319992,-9.029573045087922,-5571.268813960384
60,-144.64414664626585,-236.35214341013167,-52.93614988240003,-6653.630745728229
8,-95.18479624794831,-221.85856611148972,31.48897361559311,-9137.740439803038
73,-435.1365871515255,-678.0810639420774,-192.19211036097354,-10878.414678788136
77,-108.88342988185485,-844.375730174529,626.6088704108195,-11214.99327783105
56,-767.2762967914285,-1440.5121490207935,-94.0404445620635,-15345.525935828571
72,-217.5509469834736,-1274.6622150817698,839.5603211148226,-17621.62670566136
41,-216.84202122640704,-448.11159399529674,14.42755154248269,-18865.25584669741
99,-876.9556813866587,-1396.401328777002,-357.51003399631554,-41216.91702517296
29,-683.2565640944814,-1195.4180012841666,-171.0951269047963,-43045.16353795233
70,-1430.2319102210436,-2721.583677287538,-138.88014315454893,-52918.58067817861
30,-501.0987063052575,-690.802724071718,-311.394688538797,-53617.561574662555
82,-626.6265912511595,-981.6190377345882,-271.63414476773085,-56396.39321260436
24,-631.0456202331521,-2041.1947670724403,779.1035266061359,-94025.79741473966
91,-2476.116221289188,-3804.6972801835777,-1147.5351623947986,-94092.41640898914
75,-7879.93533990451,-22885.001786004344,7125.131106195326,-94559.22407885412
21,-13966.687695230237,-21755.2207096816,-6178.154680778877,-97766.81386661166
12,-1993.4084413264786,-3416.5067564632927,-570.3101261896645,-135551.77401020055
5,-1208.267843635102,-3362.9659262766017,946.4302390063976,-165532.694578009
13,-16174.227167959276,-23794.377003336198,-8554.077332582354,-307310.31619122624
46,-5677.780050925941,-8067.5244955276485,-3288.035606324234,-363377.92325926025
78,-9287.119774080802,-24873.91713358659,6299.6775854249845,-1532374.7627233323
52,-26871.2235492492,-51764.72974383616,-1977.717354662247,-4003812.308838131
98,-114224.59428629569,-166605.25971954394,-61843.92885304744,-8909518.354331063
49,-207130.19333512065,-311825.0921755296,-102435.2944947117,-27962576.10024129
